Date,time,Location,Sales in Rs/T,Sales volume in Tonnes,Price/ kg,Climate,Customer ID,Diameter,Length,Grade,Current stock,Re-order,Lead time,Production time,units produced,Production cost
07-11-2014,4:30 PM,Bengaluru,498185.81,7.53,70.59,Winter,C9D3791C,13.85,19.63,Fe-550D,8131.22,1366.45,2.73,6.05,9984.34,20796.71
06-11-2014,10:37 AM,Pune,526105.31,7.95,63.89,Winter,4199DA14,12.77,15.27,Fe-600,8077.19,,3.21,5.81,8427.56,19677.93
05-11-2014,3:33 PM,Kolkata,490549.94,7.97,58.49,Winter,5136BE73,11.71,8.43,Fe-600,6803.01,,4.11,5.26,10796.68,19741.63
04-11-2014,12:54 PM,Kolkata,518349.44,7.77,59.3,Winter,1A3114A3,13.27,9.73,Fe-500D,8174.64,737.08,5.6,3.5,12009.14,20371.52
03-11-2014,9:59 AM,Pune,488964.31,8.26,58.38,Winter,37DC4EE0,16.71,19.74,Fe-550,10201.77,1075.03,9.44,3.45,12444.4,19503.63
02-11-2014,9:12 AM,Pune,478965.44,7.59,65.61,Rainy,4D2AE84F,13.8,16.44,Fe-600D,6096.22,1129.83,4.63,5.56,11634.03,17927.89
01-11-2014,9:12 AM,Pune,440233.91,6.8,65.66,Rainy,4D2AE84F,12.82,15.1,Fe-600D,5769.07,1049.85,4.17,5.41,12144,18612.21
31-10-2014,9:59 AM,Pune,428186.22,6.34,63.84,Winter,4D2AE84F,10.95,11.02,Fe-600D,6463.01,937.46,6.72,4.8,13470.67,18148.47
30-10-2014,12:37 PM,Pune,429758.25,6.33,65.65,Winter,4D2AE84F,10.59,14.64,Fe-600D,7314.27,1057.75,6.35,5.68,11820.12,17714.25
29-10-2014,12:37 PM,Pune,444480.5,6.52,65.52,Winter,4D2AE84F,11.46,14.83,Fe-600D,7337.12,1052.64,5.68,4.62,11456.97,18389.37
28-10-2014,9:24 AM,Kolkata,464740.22,6.75,66.88,Winter,4D2AE84F,12.29,21.15,Fe-600D,8484.68,1137.29,3.92,3.63,11059.33,18399.8
27-10-2014,12:37 PM,Pune,491762.03,7.51,66.31,Winter,BFC83E5D,14.1,19.61,Fe-600D,9630.08,1061.95,4.12,3.49,13168.22,17829.2
26-10-2014,3:13 PM,Pune,457582.59,7.28,61.45,Rainy,9712B551,13.84,25.79,Fe-550D,10010.95,1193.9,11.45,3.66,11931.18,18685.86
25-10-2014,3:13 PM,Pune,498176.56,8.75,64,Winter,4A1454D9,17.4,22.35,Fe-550D,9904.02,1296.78,7.96,4.78,11561.59,19080.37
24-10-2014,4:38 PM,Hyderabad,571492.5,9.6,63.26,Winter,C221B4AD,18.55,17.32,Fe-500D,9795.66,,6.58,3.44,11815.53,19354.04
23-10-2014,10:10 AM,Hyderabad,529704.5,9.46,65.46,Winter,A7658687,22.63,20.1,Fe-500D,8799.84,,6.47,6.42,11781.61,19214.63
22-10-2014,1:24 PM,Bengaluru,595094.19,10.72,65.73,Winter,A7658687,23.74,23.14,Fe-500D,8285.64,690.03,5.49,6,11621.34,19047.07
21-10-2014,10:10 AM,Bengaluru,522946.84,10,61.84,Winter,A7658687,23.92,22.59,Fe-415,8674.5,687.77,8.03,5.43,10548.54,20223.24
20-10-2014,10:10 AM,Hyderabad,478303.91,9.18,62.12,Winter,A7658687,24.5,25.36,Fe-415,10709.41,905.74,10.76,4.95,11515.49,19217.49
19-10-2014,10:10 AM,Hyderabad,461133.53,7.71,59.74,Winter,A7658687,18.3,21.57,Fe-500D,11027.75,973.37,12.08,4.6,10110.77,18772.95
18-10-2014,1:07 PM,Hyderabad,471190.44,8.21,57.21,Winter,A7658687,17.81,18.6,Fe-415,10454.14,788.4,,3.23,11873.36,18097.64
17-10-2014,11:23 AM,Pune,455119.34,6.78,61.58,Winter,A7658687,17.67,14.57,Fe-500D,8673.43,987.32,10.57,3.67,11922.82,17908.74
16-10-2014,9:41 AM,Pune,452414.75,7.07,61.46,Winter,9552E58A,17.8,20.5,Fe-550,9592.33,1189.79,10.67,3.8,12262.96,19894.12
15-10-2014,9:41 AM,Hyderabad,531199.88,8.33,65.76,Winter,F324B86D,19.24,22.55,Fe-550D,7716.47,1022.44,8.68,3.75,12363.19,19046.29
14-10-2014,3:29 PM,Bengaluru,576803.5,9.28,62.63,Winter,BA2B2557,19.35,19.24,Fe-550D,7224.3,915.93,7.52,4.24,11363.08,20742.75
13-10-2014,9:50 AM,Pune,593739.13,8,63.33,Rainy,4D2AE84F,11.74,9.71,Fe-500,7815.64,990.44,7.59,5.72,10092.42,19705.01
12-10-2014,9:50 AM,Pune,609727.69,7.8,64.24,Rainy,4D2AE84F,11.14,10.5,Fe-600,7002.25,793.17,5.75,5.09,10419.68,19453.44
11-10-2014,9:50 AM,Pune,529535.5,6.91,64.09,Rainy,4D2AE84F,11.54,8.22,Fe-600,7223.73,699.73,4.77,5.23,11274.23,20476.72
10-10-2014,3:13 PM,Pune,462919.47,6.34,62.95,Rainy,4D2AE84F,10.66,15.41,Fe-600D,8335.86,920.48,10.45,5.03,11003.44,18674.96
09-10-2014,9:18 AM,Pune,495631.38,6.33,65.78,Rainy,4D2AE84F,11.25,19.2,Fe-600D,7436.78,907.43,7.81,5.31,9929.49,20983.01
08-10-2014,10:07 AM,Pune,545261.5,6.75,64.58,Winter,D335CD9E,12.74,12.26,Fe-600,7816.98,687.36,6.6,4.42,10902.96,21850.12
07-10-2014,5:41 PM,Pune,579365.31,7.28,65.56,Winter,75ED970C,14.93,10.33,Fe-600,7521.57,795.58,4.77,5.12,9025.54,21670.41
06-10-2014,1:43 PM,Pune,566990.19,8.86,65.44,Winter,41997911,17.72,13.08,Fe-500D,7945.58,927.63,5.39,5.16,11025.49,20965.07
05-10-2014,11:08 AM,Hyderabad,569187.5,9.2,63.58,Winter,99C16FC0,16.75,12.07,Fe-600,8411.38,878.15,5.07,4.52,11153.07,18647.89
04-10-2014,2:16 PM,,549642.88,9.24,62.59,Winter,5A8F36C3,21.09,18.44,Fe-550D,9850.2,1082.92,8.1,,12734.63,19826.22
03-10-2014,4:42 PM,Bengaluru,679788,12.97,66.1,Rainy,5423C8C9,13.87,14.35,Fe-600,6916.11,1037.77,3.33,6.54,9021.83,19543.24
02-10-2014,10:37 AM,Bengaluru,688676.63,12.96,65.63,Rainy,5423C8C9,12.43,13.66,Fe-600,8669.34,995.48,3.26,6.42,10399.17,19210.45
01-10-2014,2:22 PM,Bengaluru,678439.25,12.2,65.11,Rainy,4C172261,11.91,16.1,Fe-600,9128.31,1045.45,2.62,6.14,10433.14,19690.04
30-09-2014,2:22 PM,Pune,647163.19,10.45,66.17,Rainy,69BA8BC7,12.79,14.37,Fe-600,8741.31,937.37,2.54,6.01,11372.54,19462.26
29-09-2014,2:35 PM,Bengaluru,597036.5,9.87,64.42,Winter,85172B2D,12.98,15.42,Fe-600,10071.92,950.06,2.65,5.03,12528.5,20857.2
28-09-2014,10:17 AM,Delhi,605966.06,9.04,67.17,Winter,64EB32BA,14.64,19.26,Fe-600,10935.09,823.44,6.72,2.78,12853.03,20935.32
27-09-2014,10:30 AM,Hyderabad,559262.5,8.55,63.85,Rainy,F4BC7253,18.82,18.82,Fe-550,10044.79,987.6,9.97,3.48,11018.98,19949.97
26-09-2014,1:16 PM,Pune,545158.13,8.44,61.53,Winter,5EBC9DFC,20.39,12.13,Fe-500D,9736.13,976.87,7,4.32,9408.78,20453.8
25-09-2014,11:08 AM,Pune,546460.25,8.95,61.43,Rainy,EDFA35B7,17.62,16.44,Fe-550D,9389,1088.84,7.47,3.9,10037.37,19691.37
24-09-2014,3:13 PM,Pune,513628.19,9.05,59.75,Winter,6E69CE92,19.24,16.25,Fe-550,7734.72,1007.68,7.81,4.48,,20289.76
23-09-2014,9:18 AM,Delhi,508861.31,7.17,59.31,Rainy,4D2AE84F,10.11,15.21,Fe-500,6669.3,888.69,9.97,2.9,9635.04,16828.19
22-09-2014,9:50 AM,Delhi,477415.13,7.36,60.33,Rainy,4D2AE84F,12.84,23.26,Fe-600D,8225.72,1158.69,11.9,2.98,11079.94,17562
21-09-2014,9:50 AM,Pune,516056.22,8.4,61.99,Rainy,4D2AE84F,12.26,19.99,Fe-500,8626.55,1179.07,8.83,4.24,10001.21,18689.57
20-09-2014,10:30 AM,Pune,526309.31,7.71,62.19,Rainy,D79A69E1,12.74,22.93,Fe-600D,9253.12,1075.2,12.23,,9952.26,19041.75
19-09-2014,10:19 AM,Hyderabad,521596.66,7.82,60.42,Rainy,D79A69E1,14.84,14.96,Fe-550D,7293.68,809.38,9.93,3.34,10561.46,19659.69
18-09-2014,4:03 PM,Pune,493678.31,7.49,59.84,Rainy,DE595AA7,16.46,13.22,Fe-550D,7865.52,877.84,8.96,3.39,11085.38,20030.77
17-09-2014,10:30 AM,Pune,524161.31,8.82,63.95,Rainy,23EA71C4,20.2,25.59,Fe-600D,7362.4,1317.47,,5.26,7724.03,21029.21
16-09-2014,11:04 AM,Pune,481452.63,7.95,62.66,Winter,74E6DD51,19.63,12.36,Fe-600D,6393.49,1142.08,7.23,5.61,8868.7,21137.42
15-09-2014,1:16 PM,Pune,517051.19,8.41,61.12,Winter,408389BA,17.97,9.08,Fe-500,5764.81,838.02,6.57,5.08,9565.18,21958.2
14-09-2014,11:08 AM,,556216.25,9.24,60.08,Winter,5D15BA24,16.91,10,Fe-500D,8198.94,805.14,5.29,4.3,10375.76,20284.8
13-09-2014,3:38 PM,Delhi,697061.44,13.29,67.78,Sunny,5423C8C9,18.11,16.18,Fe-600,8593.63,823.5,3.39,5.68,12864.65,20773.07
12-09-2014,11:06 AM,Delhi,694380.19,13.23,70.04,Sunny,17ECB3FE,19.68,22.02,Fe-415D,9419.76,858.82,3.61,5.52,13620.36,20685.8
11-09-2014,1:55 PM,Delhi,650558.63,11.49,69.44,Rainy,547279CF,18.33,14.41,Fe-600,9332.21,863.54,4.5,,13122.38,22733.66
10-09-2014,1:55 PM,Bengaluru,577298.88,9.07,69.47,Winter,DD7FCB35,17.19,17.05,Fe-550D,10835.62,1263.06,7.17,5.06,11476.23,23459.61
09-09-2014,9:31 AM,Bengaluru,628751.38,9.96,68.49,Winter,B11B34FE,18.58,15.86,Fe-600,10348.07,984.29,5.66,4.36,12295.28,22257.22
08-09-2014,9:31 AM,Delhi,590599.13,8.86,68.02,Winter,9CDC3C36,19.97,14.77,Fe-415D,9681.2,836.67,5.07,2.79,14105.49,21467.46
07-09-2014,11:23 AM,Delhi,485708.94,7.39,61.5,Winter,B15AAC11,16.26,13.91,Fe-550,8920.71,855.64,11.47,2.99,13002.8,20251.14
06-09-2014,11:23 AM,Hyderabad,503285.88,8.71,63.29,Winter,AF83961C,20.18,13.06,Fe-415,8273.43,975.65,8.49,4.85,12365.17,19110.09
05-09-2014,3:33 PM,Pune,510024.84,7.5,60.8,Winter,8E240293,18.47,9.2,Fe-500D,7106.84,836.21,6.98,4.61,10880.48,20036.13
04-09-2014,4:03 PM,Pune,526965.19,8.43,63.36,Winter,B7F846A1,20.17,17.01,Fe-550D,8490.08,1186.02,8.48,4.93,9879.42,20532.47
03-09-2014,1:24 PM,Bengaluru,643908.94,11.77,61.91,Winter,A7658687,19.47,14.06,Fe-500D,8660.71,713.28,3.48,5.08,11446.63,19673.19
02-09-2014,1:24 PM,Delhi,655024.88,11.67,65.18,Winter,A7658687,17.48,14.92,Fe-500D,11540.31,694.76,3.6,2.83,13396.53,19068.26
01-09-2014,11:42 AM,Delhi,577574.56,8.04,63.06,Winter,A7658687,13.62,16.63,Fe-500D,12118.03,760.09,5.64,2.06,12067.23,20458.01
31-08-2014,11:42 AM,Delhi,506061.13,7.5,60.16,Winter,7A432B6E,12.86,16.99,Fe-500D,11313.56,698.08,8.04,2.87,13494.36,21099.2
30-08-2014,2:23 PM,Delhi,494401,7.07,59.36,Winter,41439784,10.87,14.02,Fe-500D,10232.26,671.87,,2.33,10937.4,21082.64
29-08-2014,11:08 AM,Hyderabad,537017.75,8.93,60.55,Winter,4AFAA5AC,10.51,19.52,Fe-500,10803.59,1001.91,11.46,3.33,8779.75,20207.99
28-08-2014,9:04 AM,Bengaluru,601793.19,10.4,65.28,Rainy,3B544879,15.33,24.71,Fe-500,10115.88,,10.88,4.11,8761.28,20684.63
27-08-2014,9:04 AM,Kolkata,546650.63,8.49,60.76,Winter,81F1306F,16.51,12.92,Fe-500,7835.21,,8.96,4.59,8674.33,22739.67
26-08-2014,11:18 AM,Hyderabad,583129,9.6,61.86,Winter,C70D7A8F,19.94,16.54,Fe-550D,8846.81,957.86,9.35,3.99,11569.16,20397.63
25-08-2014,11:31 AM,Delhi,569197.75,9.74,61.23,Sunny,5A8F36C3,19.52,17.13,Fe-550D,8875.6,945.62,9.03,3.35,11023.75,20426.25
24-08-2014,10:10 AM,Delhi,496764.72,8.02,58.78,Winter,A7658687,20.45,20.49,Fe-415,8609.72,705.31,6.38,,9036.59,20401.12
23-08-2014,10:10 AM,Hyderabad,496545.84,8.22,61.63,Winter,A7658687,16.81,17.15,Fe-500D,9076.61,,7.14,3.74,11369,19165.15
22-08-2014,2:31 PM,Hyderabad,550755.44,9.08,63.86,Winter,A7658687,20.68,19.89,Fe-500D,10821.5,991.57,7.25,2.43,10448.79,20073.84
21-08-2014,4:58 PM,Delhi,498867.16,7.73,62.78,Winter,41439784,20.01,20.98,Fe-550,11541.67,1082.58,,1.93,12389.48,21450.19
20-08-2014,11:23 AM,Hyderabad,510599.94,7.87,64.34,Winter,A7658687,18.72,14.99,Fe-550D,9554.51,926.67,7.78,2.75,11651.75,19171.34
19-08-2014,4:38 PM,Hyderabad,528948.88,8.55,60.88,Winter,7A432B6E,17.52,14.59,Fe-500D,9880.62,817.78,7.87,2.31,13096.74,19371.91
18-08-2014,10:07 AM,Pune,548033.88,9.08,62.79,Winter,51FB51F9,16.82,24.58,Fe-550D,10395.66,1137.35,9.12,2.17,12451.79,19704.57
17-08-2014,10:07 AM,,630393.25,10.96,64.04,Sunny,C05964B7,19.23,18.8,Fe-600,9421.56,,6.6,3.8,9712.83,21514.84
16-08-2014,3:41 PM,Delhi,612148.88,10.63,64.46,Sunny,82E26780,18.34,21.93,Fe-550,10065.23,,9.05,3.02,10679.02,20934.46
15-08-2014,4:03 PM,Pune,539130.63,9.94,62.82,Rainy,ADB69473,18.65,22.22,Fe-550,9085.36,1134.78,,3.85,10785.71,19507.6
14-08-2014,11:23 AM,Pune,420855.75,5.95,58.91,Winter,4126B2B8,15.05,25.39,Fe-550,8767,900.1,11.99,3.22,9746.68,20396.86
13-08-2014,11:23 AM,Pune,419464.28,5.95,62.66,Winter,4126B2B8,13.97,26.83,Fe-550,9017.2,971.31,13.36,3.53,12051.95,20022.63
12-08-2014,11:23 AM,Pune,421858.09,5.97,61.27,Winter,8D85DC82,14.21,23.3,Fe-550,9174.86,887.3,13.1,3.38,12376.56,20174.12
11-08-2014,11:23 AM,Pune,421339.81,5.93,58.65,Winter,60C1B95B,12.32,18.92,Fe-550D,9114.79,976.76,12.34,4.88,10463.03,20860.43
10-08-2014,11:23 AM,Pune,429799.69,6.14,58.83,Winter,4126B2B8,12.9,20.35,Fe-550D,9677.15,,13.24,4.49,11057.66,21177.46
09-08-2014,2:23 PM,Pune,452726.06,6.48,61.14,Winter,4126B2B8,14.13,20.17,Fe-550D,8038.85,1039.43,12.07,5.16,10304.05,21077.83
08-08-2014,11:23 AM,Pune,471016.81,7.01,57.57,Winter,7A432B6E,13.58,18.04,Fe-550,10003.45,871.65,12.92,3.27,12881.77,20266.95
07-08-2014,11:04 AM,Kolkata,541470.81,8.73,62.74,Winter,EE75A871,13.77,25.59,Fe-550D,9965.22,1051.1,12.15,3.16,12647.57,19019.49
06-08-2014,11:04 AM,Pune,547262,8.95,64.51,Winter,0CD22754,15.84,19.6,Fe-500D,10780.08,1045.62,10.03,3.57,11661.16,19331.58
05-08-2014,10:30 AM,Kolkata,553598.13,9.09,63.64,Rainy,4392789E,17.65,20.72,Fe-500,9461.07,1114.47,8.68,3.08,9586.72,20123.29
04-08-2014,2:31 PM,Kolkata,652035.56,12.8,62.18,Winter,1D2C7EA5,13.13,28.81,Fe-415,9500.34,1286.93,4.32,4.53,7647.71,16861.78
03-08-2014,2:31 PM,Bengaluru,676691.13,13.15,64.46,Sunny,A7658687,14.55,24.61,Fe-500D,9856.88,1112.8,3.44,,9123.69,17423.05
02-08-2014,2:31 PM,Bengaluru,658530.38,12.73,63.94,Sunny,A7658687,14.73,21.39,Fe-500D,8298.55,821.14,3.11,5.07,9378.89,19330.04
01-08-2014,10:10 AM,Bengaluru,637394,12.39,61.57,Winter,A7658687,16.71,23.05,Fe-500D,8118.63,834.31,5.66,4.81,11277.59,18788.16
31-07-2014,2:56 PM,Bengaluru,641052.38,12.91,59.66,Sunny,A7658687,14.78,23.89,Fe-415,8394.08,775.85,4.08,4.49,11821.32,18145.48
30-07-2014,2:45 PM,Delhi,626632.25,12.14,59.84,Winter,A7658687,13.7,20.7,Fe-500D,10104.5,,5.98,4.74,11044.89,18908.66
29-07-2014,2:39 PM,Delhi,637068,11.47,64.43,Sunny,3CA3FC4B,17.04,22.32,Fe-500D,10385.67,837.39,,2.12,12675.47,18133.97
28-07-2014,11:24 AM,Pune,521045.19,9.22,61.63,Winter,E6D78E95,16.33,28.61,Fe-550D,10637.25,1206.14,8.15,2.73,11988.54,18284.79
27-07-2014,9:59 AM,Pune,482220.69,7.89,60.5,Winter,A3D62BB3,16,20.46,Fe-500,9193.88,1006.68,9.98,4,11116.39,20692.84
26-07-2014,3:13 PM,Pune,511999.25,8.58,60.62,Winter,B7F846A1,18.66,20.35,Fe-500,9029.28,1178.27,8.1,4.4,10329.32,20041.43
25-07-2014,2:44 PM,Kolkata,428611.16,6.03,61.05,Winter,26D851A4,11.87,11.23,Fe-550D,9517.69,814.51,,4.74,11974.64,21611.18
24-07-2014,12:25 PM,Kolkata,428351.41,6.05,57.59,Winter,A94E952D,9.94,9.16,Fe-500D,7439.9,711.71,3.27,4.77,9855.48,20747.09
23-07-2014,2:44 PM,Kolkata,429023.34,6.14,58.59,Winter,8D85DC82,10.53,8.02,Fe-500D,7832.1,708.78,3.49,4.37,12428.24,21751.31
22-07-2014,2:23 PM,Pune,425315.5,6.11,55.83,Winter,3E01862D,9.86,7.96,Fe-500D,7026.73,713.99,4.7,4.48,8982.4,21405.51
21-07-2014,2:23 PM,Pune,433756.41,6.26,57.47,Winter,19144321,10.27,7.7,Fe-500D,7114.25,668.86,5.4,4.47,9954.18,21283.38
20-07-2014,2:23 PM,Pune,440952,6.54,56.11,Winter,F9A6BD94,10.24,12.88,Fe-500,8114.81,839.71,11.02,3.8,10734.06,18901.27
19-07-2014,10:07 AM,Pune,495132.44,7.75,62.83,Winter,ADE6888B,12.54,24.3,Fe-550D,10310.65,1194.23,9.53,3.05,10971.71,18176.03
18-07-2014,11:08 AM,Pune,517845.22,8.54,61.27,Winter,E3176FC9,13.88,25.65,Fe-550D,11031.86,1170.02,10.35,3.4,9713.06,18608.54
17-07-2014,1:41 PM,Bengaluru,544599.94,9.32,62.61,Rainy,38EBC7C9,18.13,19.34,Fe-550D,9784.14,997.43,9.55,3.23,12276.07,19578.17
16-07-2014,1:41 PM,Bengaluru,557151.88,9.74,62.02,Winter,93851B1F,18.91,16.92,Fe-550D,9179.37,1011.1,7.6,4.15,10723.77,20373.95
15-07-2014,2:40 PM,Bengaluru,665620.25,12.27,64.18,Sunny,FE37C2ED,20.54,29.93,Fe-415,9399.21,1017.98,12.72,3.45,10451.28,21683.2
14-07-2014,12:43 PM,Bengaluru,665513.25,11.99,65.05,Sunny,A7658687,23.28,25.72,Fe-415,7721.36,802.75,10.94,4.33,11833.65,22736.04
13-07-2014,4:48 PM,Bengaluru,598478.13,9.87,69.87,Winter,EBC32ADB,27.36,29.51,Fe-415D,8308.94,1155.98,11.29,3.31,12597.98,23249.53
12-07-2014,2:12 PM,Hyderabad,548516.19,9.41,66.05,Winter,A7658687,21.25,28.5,Fe-550D,10061.18,1269.04,10.82,4.35,11229.53,21446.3
11-07-2014,1:01 PM,Delhi,610029.38,8.9,66.39,Winter,7E5E3F44,19.52,26.49,Fe-550D,10380.54,945.88,10.41,2.52,13470.78,22419.57
10-07-2014,11:50 AM,,539517.69,7.47,65.01,Winter,41439784,22.41,17.68,Fe-550,10570.82,1000.9,7.99,2.36,13348.71,21903.98
09-07-2014,2:39 PM,Hyderabad,491620.59,7.87,62.94,Winter,41439784,18.89,20.75,Fe-550,10016.18,1117.56,10.03,2.3,13723.79,21680.82
08-07-2014,2:39 PM,Hyderabad,497971.09,8.2,63.1,Winter,41439784,20.04,14.49,Fe-550,9656.05,1038.88,6.79,3.2,13475.11,20901.93
07-07-2014,12:24 PM,Kolkata,538088.25,9.16,62.51,Winter,7A432B6E,16.74,19.67,Fe-550,9718.41,935.97,8.68,2.68,13300.63,20693.68
06-07-2014,3:15 PM,Hyderabad,572886.75,9.52,63.78,Winter,52A68B1D,17.18,20.46,Fe-550,8860.53,857.4,8.94,3.1,12333.64,18758.93
05-07-2014,10:10 AM,Kolkata,513856.34,9.68,63.02,Winter,A7658687,16.67,23.88,Fe-500D,9242.46,679.85,9.84,3.86,11919.77,17178.95
04-07-2014,10:10 AM,Hyderabad,487961,8.47,59.89,Winter,A7658687,18.81,17.93,Fe-415,10116.35,718.97,8.71,2.8,11877.87,18671.01
03-07-2014,10:10 AM,Hyderabad,540287.88,9.15,59.79,Winter,A7658687,17.92,17.12,Fe-415,8489.18,647.53,8.25,3.11,9894.13,19953.01
02-07-2014,10:10 AM,Hyderabad,526224.13,8.08,59.1,Winter,A7658687,16.85,22.1,Fe-500D,10319.08,678.97,10.23,2.02,10566.94,19681.16
01-07-2014,12:25 PM,Hyderabad,471502.31,7.01,61.11,Winter,41439784,18.6,21.1,Fe-550D,7906.85,860.18,10.24,3.44,11547.15,20999.71
30-06-2014,2:44 PM,Pune,480451.94,6.91,61.58,Winter,A7658687,16.8,24.09,Fe-500D,8460.03,993.08,9.09,3.84,12190.17,19357.89
29-06-2014,4:32 PM,Pune,458471,7.14,59.94,Winter,7A432B6E,15.88,22.24,Fe-550D,7722.92,1073.67,7.97,,13587.89,20083.15
28-06-2014,4:32 PM,Pune,479953.13,7.5,61.8,Winter,19144321,18.21,19.39,Fe-550D,6907.93,1072.25,,5.3,13510.62,21704.21
27-06-2014,3:15 PM,Hyderabad,505657.63,8.3,62.54,Winter,43034D1E,19.36,18.24,Fe-550,8816.9,1094.5,8.15,3.62,,20288.57
26-06-2014,2:23 PM,Pune,498030.78,8.12,60.94,Winter,67A4B965,17.67,14.29,Fe-500,7385.78,1047.47,7.3,5.13,8906.75,20586.39
25-06-2014,3:21 PM,,607360.5,8.74,65.16,Rainy,4D2AE84F,16.51,18.45,Fe-600,11474.97,970.77,,2.33,10005.83,22215.24
24-06-2014,12:13 PM,Delhi,561973.5,8.15,63.31,Rainy,85EE7F33,16.2,15.82,Fe-600,11418.29,879.28,7,1.86,11284.69,23147.7
23-06-2014,12:29 PM,Delhi,504460.91,7.55,65.9,Winter,D1191AF8,17.3,25.59,Fe-550,12611.17,1280.05,11.21,1.87,,22704.37
22-06-2014,10:26 AM,Bengaluru,570430.5,7.99,64.31,Rainy,85EE7F33,16.94,16.78,Fe-600,10672.77,1020.9,6.18,,10565.93,23380.72
21-06-2014,12:13 PM,Delhi,574390,8.36,62.81,Winter,28A3282B,17.34,21.72,Fe-550,10236.34,885.33,11.2,2.31,11689.26,22315.66
20-06-2014,10:19 AM,Pune,567448.56,8.61,63.69,Winter,51FB51F9,17.76,18.96,Fe-550,10148.44,972.19,8.81,2.79,10638.42,22320.91
19-06-2014,12:33 PM,Hyderabad,561051.63,9.97,61.83,Winter,EBC32ADB,20.87,19.4,Fe-550D,10479.31,1124.11,9.91,3.03,12202.59,21246.56
18-06-2014,10:06 AM,Hyderabad,601740.56,10.32,63.59,Sunny,1A3114A3,17.44,13.09,Fe-600,9807.68,937.44,7.18,3.87,,21241.52
17-06-2014,3:18 PM,Pune,548561.81,9.09,63.12,Rainy,CD4BC988,19.88,14.48,Fe-550,9002.77,1087.32,7.87,4,10745.13,21978.08
16-06-2014,5:15 PM,Bengaluru,593943.88,10.47,63.63,Sunny,0C0E7B6B,22.38,16.24,Fe-415D,9172.62,1009.26,8.61,4.36,11118.91,19916.19
15-06-2014,12:52 PM,Pune,420620.94,5.95,60.34,Winter,DE595AA7,16.79,10.34,Fe-500,8810.55,1306.68,12.7,6.01,11230.27,23867.91
14-06-2014,12:52 PM,Pune,424005.75,6.01,61.92,Winter,D79A69E1,17.89,11.36,Fe-500,8116.16,1354.46,12.33,6.46,10172.96,23457.26
13-06-2014,2:16 PM,Pune,432015.13,6.04,64.23,Winter,D79A69E1,18.06,9.38,Fe-550D,7268.19,1197.91,11.61,6.28,,23832.93
12-06-2014,2:55 PM,Pune,440551.31,6.09,64.34,Winter,4D2AE84F,13.6,8.56,Fe-500,7785.88,1192.51,,6.45,11337.08,23456.19
11-06-2014,4:30 PM,Pune,431014.13,6.1,63.17,Winter,BFC83E5D,11.42,9.15,Fe-500,5658.12,1133.01,10.26,6.65,10476.02,22393.19
10-06-2014,9:59 AM,Pune,464290.31,6.48,63.46,Winter,4D2AE84F,12.38,10.91,Fe-600D,6272.27,918.7,7.9,6,11214.42,21730.37
09-06-2014,9:59 AM,Pune,488535.06,7.24,63.22,Winter,BFC83E5D,14.9,12.29,Fe-550D,8568.64,1092.78,3.4,5.05,11945.12,20624.86
08-06-2014,4:42 PM,Pune,505477.25,7.41,59.22,Winter,BFC83E5D,13.29,15.49,Fe-550D,10735.52,1035.33,5.85,4.44,11003.65,21627.12
07-06-2014,4:44 PM,Pune,528209.5,7.92,61.33,Winter,274DD695,18.49,15.81,Fe-550D,11118.4,1020.29,8.71,3.62,11967.49,21821.2
06-06-2014,2:16 PM,Delhi,598768,9.86,64.11,Rainy,AEB1F8D5,19.76,19.54,Fe-550D,10073.21,979.29,8.27,3.17,12953.51,20187.47
05-06-2014,2:44 PM,Pune,422098.66,6,63.56,Winter,88413809,14.87,16.44,Fe-550D,8698.69,1105.35,4.68,4.62,11456.49,20735.31
04-06-2014,2:44 PM,Pune,425215.72,6,61.97,Winter,88413809,15.7,11.14,Fe-550D,9881.76,1031.98,4.73,4.67,12113.47,22317.82
03-06-2014,11:42 AM,Delhi,429180.66,6.13,65.98,Winter,DBDCF4D8,16.35,17.69,Fe-550D,9982.75,1063.77,6.42,4.24,12435.15,19668.7
02-06-2014,11:42 AM,Delhi,426953.59,6.05,65.15,Winter,88413809,17.69,17.79,Fe-550D,10631.04,1168.92,5.76,4.09,12097.85,21091.56
01-06-2014,2:44 PM,Pune,427112.13,6.09,66.83,Winter,C1D315F8,15.92,17.08,Fe-550,11558.53,1209.27,5.38,4.25,13725.68,21358.3
31-05-2014,4:42 PM,Pune,441050.72,6.54,62.48,Winter,5F95AC44,14.55,16.53,Fe-550D,9581.13,1158.38,6.07,4.16,10956.7,19413.64
30-05-2014,12:37 PM,Pune,448879.06,6.93,62.88,Winter,8D8E2A0A,15.53,14.39,Fe-550D,8441.09,1085.43,5.7,4.16,11609.2,18850.84
29-05-2014,12:37 PM,Pune,465969.59,7.3,63.59,Winter,B7F846A1,16.98,15.61,Fe-550D,9594.84,1209.94,6.58,5.21,10593.26,20197.54
28-05-2014,4:05 PM,Pune,502161.72,8.55,62.08,Winter,8D8E2A0A,17.12,10.58,Fe-550D,7723.32,1022.19,4.18,5.36,9100.39,19217.54
27-05-2014,12:37 PM,Pune,514038.5,8.38,63.55,Winter,8D8E2A0A,17.93,15.33,Fe-500,8099.07,1133.69,6.06,5.44,8958.19,20489.65
